admin1pcode,admin2pcode,admin3pcode,admin4pcode,admin5pcode,camp_name,activity,beneficiaries,month,project_status,cluster,delivery_modality,site
SY07,SY0703,SY070300,C4115,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,10,jan,Ongoing,Nutrition,Rapide Response Team,C4115
SY07,SY0703,SY070300,C4117,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,0,jan,Ongoing,Nutrition,Rapide Response Team,C4117
SY07,SY0703,SY070304,C4164,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,0,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,13,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,6,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,9,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4166,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,100,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4166,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4166,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,42,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4166,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4172,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,171,jan,Ongoing,Nutrition,Rapide Response Team,C4172
SY07,SY0703,SY070304,C4172,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C4172
SY07,SY0703,SY070304,C4174,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,25,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4174,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4174,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,124,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4174,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,7,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4168,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,0,jan,Ongoing,Nutrition,Rapide Response Team,C4168
SY07,SY0703,SY070304,C4169,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,51,jan,Ongoing,Nutrition,Rapide Response Team,C4169
SY07,SY0703,SY070304,C4169,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,45,jan,Ongoing,Nutrition,Rapide Response Team,C4169
SY07,SY0703,SY070304,C4169,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4169
SY07,SY0703,SY070302,C4141,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,7,jan,Ongoing,Nutrition,Rapide Response Team,C4141
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,61,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,108,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,17,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,131,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C6619,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,123,jan,Ongoing,Nutrition,Rapide Response Team,C6619
SY07,SY0703,SY070302,C6619,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C6619
SY07,SY0700,SY070005,C3943,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,108,jan,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0704,SY070401,C4228,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,10,jan,Ongoing,Nutrition,Rapide Response Team,C4228
SY07,SY0704,SY070401,C4231,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,130,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,180,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4234,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,7,jan,Ongoing,Nutrition,Rapide Response Team,C4234
SY07,SY0704,SY070403,C4263,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4263
SY07,SY0704,SY070403,C4263,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,79,jan,Ongoing,Nutrition,Rapide Response Team,C4263
SY07,SY0704,SY070403,C4263,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4263
SY07,SY0704,SY070403,C4267,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,9,jan,Ongoing,Nutrition,Rapide Response Team,C4267
SY07,SY0704,SY070403,C4255,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,88,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070403,C4255,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070403,C4255,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,45,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070403,C4255,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070400,C4219,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,0,jan,Ongoing,Nutrition,Rapide Response Team,C4219
SY07,SY0704,SY070400,C4205,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,146,jan,Ongoing,Nutrition,Rapide Response Team,C4205
SY07,SY0704,SY070400,C4205,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C4205
SY07,SY0704,SY070400,C4206,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,5,jan,Ongoing,Nutrition,Rapide Response Team,C4206
SY07,SY0704,SY070400,C4220,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,5,jan,Ongoing,Nutrition,Rapide Response Team,C4220
SY07,SY0700,SY070005,C3945,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,87,jan,Ongoing,Nutrition,Rapide Response Team,C3945
SY07,SY0700,SY070005,C3945,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C3945
SY07,SY0700,SY070005,C3945,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,59,jan,Ongoing,Nutrition,Rapide Response Team,C3945
SY07,SY0700,SY070005,C3945,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C3945
SY07,SY0700,SY070005,C6690,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,69,jan,Ongoing,Nutrition,Rapide Response Team,C6690
SY07,SY0700,SY070005,C6690,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,29,jan,Ongoing,Nutrition,Rapide Response Team,C6690
SY07,SY0700,SY070005,C3951,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,141,jan,Ongoing,Nutrition,Rapide Response Team,C3951
SY07,SY0700,SY070005,C3951,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C3951
SY07,SY0700,SY070005,C3949,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,39,jan,Ongoing,Nutrition,Rapide Response Team,C3949
SY07,SY0700,SY070005,C3946,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C3946
SY07,SY0704,SY070402,C8338,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,48,jan,Ongoing,Nutrition,Rapide Response Team,C8338
SY07,SY0704,SY070402,C8338,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,24,jan,Ongoing,Nutrition,Rapide Response Team,C8338
SY07,SY0704,SY070402,C4245,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,89,jan,Ongoing,Nutrition,Rapide Response Team,C4245
SY07,SY0704,SY070402,C4245,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4245
SY07,SY0704,SY070402,C4245,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,29,jan,Ongoing,Nutrition,Rapide Response Team,C4245
SY07,SY0704,SY070402,C4245,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4245
SY07,SY0704,SY070402,C4242,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,25,jan,Ongoing,Nutrition,Rapide Response Team,C4242
SY07,SY0704,SY070402,C4242,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4242
SY07,SY0704,SY070403,C4260,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4260
SY07,SY0704,SY070403,C4260,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,95,jan,Ongoing,Nutrition,Rapide Response Team,C4260
SY07,SY0704,SY070403,C4260,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4260
SY07,SY0704,SY070400,C6697,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,29,jan,Ongoing,Nutrition,Rapide Response Team,C6697
SY07,SY0704,SY070400,C6642,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,83,jan,Ongoing,Nutrition,Rapide Response Team,C6642
SY07,SY0704,SY070400,C6642,NA,NA,# of boys and girls (6 – 59 months) screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C6642
SY02,SY0203,SY020302,C1435,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C1435
SY02,SY0203,SY020302,C8184,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Mobile Team,C8184
SY02,SY0203,SY020302,C8150,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C8150
SY02,SY0203,SY020302,C8150,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C8150
SY02,SY0203,SY020302,C6397,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C6397
SY02,SY0203,SY020302,C1426,NA,NA,# PLWs screened for malnutrition,26,jan,Ongoing,Nutrition,Mobile Team,C1426
SY02,SY0203,SY020302,C1426,NA,NA,# PLWs screened for malnutrition,150,jan,Ongoing,Nutrition,Mobile Team,C1426
SY02,SY0203,SY020302,C1432,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C1432
SY02,SY0203,SY020302,C1430,NA,NA,# PLWs screened for malnutrition,2,jan,Ongoing,Nutrition,Mobile Team,C1430
SY02,SY0203,SY020302,C1431,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Mobile Team,C1431
SY02,SY0203,SY020302,C1436,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C1436
SY07,SY0700,SY070000,C3871,NA,NA,# PLWs screened for malnutrition,54,jan,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070000,C3871,NA,NA,# PLWs screened for malnutrition,27,jan,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070000,C3871,NA,NA,# PLWs screened for malnutrition,46,jan,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070000,C3871,NA,NA,# PLWs screened for malnutrition,65,jan,Ongoing,Nutrition,Mobile Team,C3871
SY07,SY0700,SY070005,C3939,NA,NA,# PLWs screened for malnutrition,4,jan,Ongoing,Nutrition,Mobile Team,C3939
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Mobile Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,6,jan,Ongoing,Nutrition,Mobile Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,22,jan,Ongoing,Nutrition,Mobile Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,6,jan,Ongoing,Nutrition,Mobile Team,C3943
SY07,SY0700,SY070005,C3944,NA,NA,# PLWs screened for malnutrition,8,jan,Ongoing,Nutrition,Mobile Team,C3944
SY07,SY0700,SY070005,C3942,NA,NA,# PLWs screened for malnutrition,8,jan,Ongoing,Nutrition,Mobile Team,C3942
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,11,jan,Ongoing,Nutrition,Mobile Team,C3949
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,31,jan,Ongoing,Nutrition,Mobile Team,C3949
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,25,jan,Ongoing,Nutrition,Mobile Team,C3949
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,8,jan,Ongoing,Nutrition,Mobile Team,C3949
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,22,jan,Ongoing,Nutrition,Mobile Team,C3949
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,8,jan,Ongoing,Nutrition,Mobile Team,C3949
SY07,SY0700,SY070005,C3947,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# PLWs screened for malnutrition,2,jan,Ongoing,Nutrition,Mobile Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# PLWs screened for malnutrition,12,jan,Ongoing,Nutrition,Mobile Team,C3947
SY07,SY0700,SY070005,C3947,NA,NA,# PLWs screened for malnutrition,53,jan,Ongoing,Nutrition,Mobile Team,C3947
SY07,SY0700,SY070005,C6631,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Mobile Team,C6631
SY07,SY0700,SY070005,C6631,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Mobile Team,C6631
SY07,SY0704,SY070402,C4252,NA,NA,# PLWs screened for malnutrition,38,jan,Ongoing,Nutrition,Mobile Team,C4252
SY07,SY0704,SY070402,C4252,NA,NA,# PLWs screened for malnutrition,50,jan,Ongoing,Nutrition,Mobile Team,C4252
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,24,jan,Ongoing,Nutrition,Facility,C3949
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,86,jan,Ongoing,Nutrition,Facility,C3949
SY07,SY0705,SY070502,C4321,NA,NA,# PLWs screened for malnutrition,46,jan,Ongoing,Nutrition,Rapide Response Team,C4321
SY07,SY0705,SY070502,C4321,NA,NA,# PLWs screened for malnutrition,6,jan,Ongoing,Nutrition,Rapide Response Team,C4321
SY07,SY0705,SY070502,C4321,NA,NA,# PLWs screened for malnutrition,10,jan,Ongoing,Nutrition,Rapide Response Team,C4321
SY07,SY0705,SY070502,C4312,NA,NA,# PLWs screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4312
SY07,SY0705,SY070502,C4312,NA,NA,# PLWs screened for malnutrition,11,jan,Ongoing,Nutrition,Rapide Response Team,C4312
SY07,SY0705,SY070502,C4312,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4312
SY07,SY0703,SY070305,C4178,NA,NA,# PLWs screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C4178
SY07,SY0703,SY070305,C4178,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4178
SY07,SY0703,SY070301,C4132,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4132
SY07,SY0703,SY070300,C4115,NA,NA,# PLWs screened for malnutrition,19,jan,Ongoing,Nutrition,Rapide Response Team,C4115
SY07,SY0703,SY070300,C4115,NA,NA,# PLWs screened for malnutrition,66,jan,Ongoing,Nutrition,Rapide Response Team,C4115
SY07,SY0703,SY070300,C4115,NA,NA,# PLWs screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C4115
SY07,SY0703,SY070304,C4164,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4164,NA,NA,# PLWs screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4164
SY07,SY0703,SY070304,C4166,NA,NA,# PLWs screened for malnutrition,52,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4166,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4166,NA,NA,# PLWs screened for malnutrition,18,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4166,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4166
SY07,SY0703,SY070304,C4172,NA,NA,# PLWs screened for malnutrition,75,jan,Ongoing,Nutrition,Rapide Response Team,C4172
SY07,SY0703,SY070304,C4174,NA,NA,# PLWs screened for malnutrition,15,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4174,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4174,NA,NA,# PLWs screened for malnutrition,57,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4174,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4174
SY07,SY0703,SY070304,C4169,NA,NA,# PLWs screened for malnutrition,25,jan,Ongoing,Nutrition,Rapide Response Team,C4169
SY07,SY0703,SY070304,C4169,NA,NA,# PLWs screened for malnutrition,33,jan,Ongoing,Nutrition,Rapide Response Team,C4169
SY07,SY0703,SY070302,C4145,NA,NA,# PLWs screened for malnutrition,29,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# PLWs screened for malnutrition,47,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# PLWs screened for malnutrition,4,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# PLWs screened for malnutrition,64,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C4145,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4145
SY07,SY0703,SY070302,C6619,NA,NA,# PLWs screened for malnutrition,64,jan,Ongoing,Nutrition,Rapide Response Team,C6619
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,54,jan,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0700,SY070005,C3943,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C3943
SY07,SY0704,SY070401,C4231,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# PLWs screened for malnutrition,68,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# PLWs screened for malnutrition,77,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4231,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4231
SY07,SY0704,SY070401,C4234,NA,NA,# PLWs screened for malnutrition,5,jan,Ongoing,Nutrition,Rapide Response Team,C4234
SY07,SY0704,SY070403,C4263,NA,NA,# PLWs screened for malnutrition,43,jan,Ongoing,Nutrition,Rapide Response Team,C4263
SY07,SY0704,SY070403,C4267,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C4267
SY07,SY0704,SY070403,C4267,NA,NA,# PLWs screened for malnutrition,8,jan,Ongoing,Nutrition,Rapide Response Team,C4267
SY07,SY0704,SY070403,C4255,NA,NA,# PLWs screened for malnutrition,32,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070403,C4255,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070403,C4255,NA,NA,# PLWs screened for malnutrition,15,jan,Ongoing,Nutrition,Rapide Response Team,C4255
SY07,SY0704,SY070400,C4205,NA,NA,# PLWs screened for malnutrition,63,jan,Ongoing,Nutrition,Rapide Response Team,C4205
SY07,SY0704,SY070400,C4206,NA,NA,# PLWs screened for malnutrition,3,jan,Ongoing,Nutrition,Rapide Response Team,C4206
SY07,SY0704,SY070400,C4220,NA,NA,# PLWs screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4220
SY07,SY0700,SY070005,C3945,NA,NA,# PLWs screened for malnutrition,43,jan,Ongoing,Nutrition,Rapide Response Team,C3945
SY07,SY0700,SY070005,C3945,NA,NA,# PLWs screened for malnutrition,27,jan,Ongoing,Nutrition,Rapide Response Team,C3945
SY07,SY0700,SY070005,C6690,NA,NA,# PLWs screened for malnutrition,33,jan,Ongoing,Nutrition,Rapide Response Team,C6690
SY07,SY0700,SY070005,C6690,NA,NA,# PLWs screened for malnutrition,16,jan,Ongoing,Nutrition,Rapide Response Team,C6690
SY07,SY0700,SY070005,C3951,NA,NA,# PLWs screened for malnutrition,56,jan,Ongoing,Nutrition,Rapide Response Team,C3951
SY07,SY0700,SY070005,C3949,NA,NA,# PLWs screened for malnutrition,19,jan,Ongoing,Nutrition,Rapide Response Team,C3949
SY07,SY0704,SY070402,C8338,NA,NA,# PLWs screened for malnutrition,23,jan,Ongoing,Nutrition,Rapide Response Team,C8338
SY07,SY0704,SY070402,C8338,NA,NA,# PLWs screened for malnutrition,9,jan,Ongoing,Nutrition,Rapide Response Team,C8338
SY07,SY0704,SY070402,C4245,NA,NA,# PLWs screened for malnutrition,38,jan,Ongoing,Nutrition,Rapide Response Team,C4245
SY07,SY0704,SY070402,C4245,NA,NA,# PLWs screened for malnutrition,12,jan,Ongoing,Nutrition,Rapide Response Team,C4245
SY07,SY0704,SY070402,C4242,NA,NA,# PLWs screened for malnutrition,8,jan,Ongoing,Nutrition,Rapide Response Team,C4242
SY07,SY0704,SY070402,C4242,NA,NA,# PLWs screened for malnutrition,2,jan,Ongoing,Nutrition,Rapide Response Team,C4242
SY07,SY0704,SY070403,C4260,NA,NA,# PLWs screened for malnutrition,38,jan,Ongoing,Nutrition,Rapide Response Team,C4260
SY07,SY0704,SY070400,C6697,NA,NA,# PLWs screened for malnutrition,12,jan,Ongoing,Nutrition,Rapide Response Team,C6697
SY07,SY0704,SY070400,C6642,NA,NA,# PLWs screened for malnutrition,40,jan,Ongoing,Nutrition,Rapide Response Team,C6642
SY07,SY0704,SY070400,C6642,NA,NA,# PLWs screened for malnutrition,1,jan,Ongoing,Nutrition,Rapide Response Team,C6642
SY02,SY0203,SY020302,C1435,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,1,jan,Ongoing,Nutrition,Mobile Team,C1435
SY02,SY0203,SY020302,C8184,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,3,jan,Ongoing,Nutrition,Mobile Team,C8184
SY02,SY0203,SY020302,C8150,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,1,jan,Ongoing,Nutrition,Mobile Team,C8150
SY02,SY0203,SY020302,C8150,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,1,jan,Ongoing,Nutrition,Mobile Team,C8150
SY02,SY0203,SY020302,C6397,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,1,jan,Ongoing,Nutrition,Mobile Team,C6397
SY02,SY0203,SY020302,C1426,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,26,jan,Ongoing,Nutrition,Mobile Team,C1426
SY02,SY0203,SY020302,C1426,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,150,jan,Ongoing,Nutrition,Mobile Team,C1426
SY02,SY0203,SY020302,C1432,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,1,jan,Ongoing,Nutrition,Mobile Team,C1432
SY02,SY0203,SY020302,C1430,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,2,jan,Ongoing,Nutrition,Mobile Team,C1430
SY02,SY0203,SY020302,C1431,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,3,jan,Ongoing,Nutrition,Mobile Team,C1431
SY02,SY0203,SY020302,C1436,NA,NA,# of caregivers (including PLW) received messages/education on appropriate IYCF-E through group sessions.,1,jan,Ongoing,Nutrition,Mobile Team,C1436
