organization,organization_type,partner_code,implementing_partner_type,fund_source_donor,fund_category,sector,project_appeal,is_earthquake_response,sector_objective,sector_activity,activity_description,sector_indicator,indicator_unit,exact_value,beneficiaries,indirect_beneficiaries,total_beneficiaries,disaggregation_of_total_beneficiaries,exact_male_18,exact_female_18,exact_children_0_14,exact_youth_15_17,exact_pwd,exact_id_ps,exact_returnees,previously_assisted,if_yes_how_many_assisted_previously,total_unique_beneficiaries,delivery_modality,conditionality,restrictions,cash_delivery_mechanism,transfer_value,frequency,report_this_to_any_other_sector,if_yes_which_sector,governorate,admin1pcode,district,admin2pcode,sub_district,admin3pcode,community,admin4pcode,neighborhood,neighborhood_pcode,other_place_name,response_modality,hub,implementing_month,reporting_cycle,status,comment,order,total_usd,exact_male_18_from_total_beneficiaries,exact_female_18_from_total_beneficiaries,exact_children_0_14_from_total_beneficiaries,exact_youth_15_17_from_total_beneficiaries,exact_pwd_from_total_beneficiaries,exact_id_ps_from_total_beneficiaries,exact_returnees_from_total_beneficiaries,project_code_hrp,project_name,relevant_indicator2,specification_field_if_relevant_indicator_is_blank_then_leave_this_field_empty3,disaggregation_of_total_beneficiaries4
Ent_0002,INGO,Ent_0002,INGO,Ent_0214,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,31,155,0,155,NA,NA,NA,NA,NA,NA,NA,NA,Yes,155,0,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Ghoz,C1607,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,21700,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0205,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,3,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,0,Cash,Conditional,Restricted,Money Transfer Agent,1100,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Qaar Kalbein,C1616,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,3300,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0214,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,24,120,0,120,NA,NA,NA,NA,NA,NA,NA,NA,Yes,120,0,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Aghtrin,SY020401,Qaar Kalbein,C1616,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,16800,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,15,75,0,75,NA,NA,NA,NA,NA,NA,NA,NA,Yes,75,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,Suran,SY020405,Albil,C1669,Dostluk (Friendship Camp)/الصداقة,CP000495,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,15000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0214,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,10,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,0,Cash,Conditional,Restricted,Money Transfer Agent,700,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Jarablus,SY020800,Jarablus,C2227,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,7000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0028,INGO,Ent_0028,INGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,27,135,0,135,NA,NA,NA,NA,NA,NA,NA,NA,Yes,135,0,Cash,Conditional,Restricted,Paper voucher,100,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Jarablus,SY020800,Jarablus,C2227,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,2700,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0028,INGO,Ent_0028,INGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,3,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,Yes,15,0,Cash,Conditional,Restricted,Paper voucher,100,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Jarablus,SY020800,Marma Elhajar,C2238,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,300,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0028,INGO,Ent_0028,INGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,20,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,Yes,100,0,Cash,Conditional,Restricted,Paper voucher,100,One-off,No,(blank),Aleppo,SY02,Jarablus,SY0208,Ghandorah,SY020801,Ghandorah,C2250,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,2000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,104,520,0,520,NA,NA,NA,NA,NA,NA,NA,NA,Yes,520,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Ma'arrat Tamasrin,C3947,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,104000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,88,440,0,440,NA,NA,NA,NA,NA,NA,NA,NA,Yes,440,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Idleb,SY0700,Maaret Tamsrin,SY070005,Kelly,C3949,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,88000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,59,295,0,295,NA,NA,NA,NA,NA,NA,NA,NA,Yes,295,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Idleb,SY0700,Sarmin,SY070006,Sarmin,C3953,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,59000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,60,300,0,300,NA,NA,NA,NA,NA,NA,NA,NA,Yes,300,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Dana,C4126,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,60000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0145,UN,Ent_0069,LNGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,60,300,0,300,NA,NA,NA,NA,NA,NA,NA,NA,No,0,300,Cash,Conditional,Restricted,Paper voucher,1200,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Dana,C4126,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,72000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0145,UN,Ent_0069,LNGO,(blank),HF (Humanitarian Fund),Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,100,500,0,500,NA,NA,NA,NA,NA,NA,NA,NA,No,0,500,Cash,Conditional,Restricted,Paper voucher,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Dana,C4126,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,100000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,41,205,0,205,NA,NA,NA,NA,NA,NA,NA,NA,Yes,205,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Deir Hassan - Darhashan,C4129,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,41000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,14,70,0,70,NA,NA,NA,NA,NA,NA,NA,NA,Yes,70,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Qourqeena,SY070304,Htan,C4161,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,14000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,51,255,0,255,NA,NA,NA,NA,NA,NA,NA,NA,Yes,255,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Qourqeena,SY070304,Qourqeena,C4174,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,51000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0224,LNGO,Ent_0224,LNGO,(blank),NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,15,75,0,75,NA,NA,NA,NA,NA,NA,NA,NA,No,0,75,Service delivery/support,(blank),(blank),(blank),NA,(blank),Yes,FSL - Food and Agriculture,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Ein Elhamra,C4202,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,NA,0,75,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0224,LNGO,Ent_0224,LNGO,(blank),NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,23,115,0,115,NA,NA,NA,NA,NA,NA,NA,NA,No,0,115,Service delivery/support,(blank),(blank),(blank),NA,(blank),Yes,FSL - Food and Agriculture,Idleb,SY07,Jisr-Ash-Shugur,SY0704,Jisr-Ash-Shugur,SY070400,Western Marj Akhdar,C4212,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,NA,0,115,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,96,480,0,480,NA,NA,NA,NA,NA,NA,NA,NA,Yes,480,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Ariha,SY0705,Ariha,SY070500,Ariha,C4278,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,96000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,12,60,0,60,NA,NA,NA,NA,NA,NA,NA,NA,Yes,60,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Bsanqul,C4322,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,12000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0224,LNGO,Ent_0224,LNGO,(blank),NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,22,110,0,110,NA,NA,NA,NA,NA,NA,NA,NA,No,0,110,Service delivery/support,(blank),(blank),(blank),NA,(blank),Yes,FSL - Food and Agriculture,Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Bsanqul,C4322,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,NA,0,110,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0224,LNGO,Ent_0224,LNGO,(blank),NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,15,75,0,75,NA,NA,NA,NA,NA,NA,NA,NA,No,0,75,Service delivery/support,(blank),(blank),(blank),NA,(blank),Yes,FSL - Food and Agriculture,Idleb,SY07,Ariha,SY0705,Mhambal,SY070502,Mhambal,C4330,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,NA,0,75,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,20,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,Yes,100,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,(blank),NA,Kafr Losin Camp _ TRC,Cross Border,NWS,Feb,NA,NA,NA,NA,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,20,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,Yes,100,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Mashhad Ruhin,C6692,اتاساي/ Atasay,CP002134,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,20000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,10,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Idleb,SY07,Harim,SY0703,Dana,SY070301,Burdaqly,C6693,(blank),NA,(blank),Cross Border,NWS,Feb,NA,NA,NA,NA,10000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,22,110,0,110,NA,NA,NA,NA,NA,NA,NA,NA,Yes,110,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Tuwama,C1020,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,22000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,21,105,0,105,NA,NA,NA,NA,NA,NA,NA,NA,Yes,105,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Sahara,C1023,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,21000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,33,165,0,165,NA,NA,NA,NA,NA,NA,NA,NA,Yes,165,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,Jebel Saman,SY0200,Atareb,SY020001,Jeineh,C1032,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,33000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,15,75,0,75,NA,NA,NA,NA,NA,NA,NA,NA,Yes,40,35,Cash,Conditional,Restricted,Money Transfer Agent,800,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Salama,C1561,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,12000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,25,125,0,125,NA,NA,NA,NA,NA,NA,NA,NA,Yes,125,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Salama,C1561,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,25000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0185,LNGO,Ent_0185,LNGO,Ent_0050,NGO / Other,Early Recovery and Livelihood,Non-HRP,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,7,35,0,35,NA,NA,NA,NA,NA,NA,NA,NA,No,0,35,Service delivery/support,(blank),(blank),(blank),NA,(blank),No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,NA,14,11,6,4,0,23,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,118,590,0,590,NA,NA,NA,NA,NA,NA,NA,NA,Yes,590,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Azaz,C1564,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,118000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,5,25,0,25,NA,NA,NA,NA,NA,NA,NA,NA,Yes,10,15,Cash,Conditional,Restricted,Money Transfer Agent,800,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Yahmul,C1571,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,4000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0099,INGO,Ent_0099,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,10,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,Yes,50,0,Cash,Conditional,Restricted,Direct Physical Cash payment,1000,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Niddeh,C1572,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,10000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Ent_0002,INGO,Ent_0002,INGO,Ent_0202,NGO / Other,Early Recovery and Livelihood,Syria HRP 22/23,No,SO2 Increase access to Livelihood and job opportunities,Activity 2.01 Financial support including grants and seed funds and subsidized loans to businesses with high potential for job retention and creation,NA,"Indicator 2.01.1 # of people supported to rehabilitate, develop, or start a social or business entrepreneurship initiative",People,10,50,0,50,NA,NA,NA,NA,NA,NA,NA,NA,Yes,35,15,Cash,Conditional,Restricted,Money Transfer Agent,800,One-off,No,(blank),Aleppo,SY02,A'zaz,SY0204,A'zaz,SY020400,Kaljibrin,C1575,(blank),NA,(blank),Cross Border,NWS,Jan,NA,NA,NA,NA,8000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
