sector,hub,response_modality,implementing_partner,governorate,district,sub_district,location,location_type,community,reporting_month,start_date,end_date,project_status,activity,delivery_modality,cash_conditionality,transfer_value,cash_delivery_mechanism,beneficiaries,families,admin1pcode,admin2pcode,admin3pcode,admin4pcode,new_beneficiaries,total_usd,sub_cluster
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Atshan / عطشان,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,206,43,SY07,SY0703,SY070301,C4130,Yes,6450,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Braeem Kfr Zeta / براعم كفر زيتا,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,361,84,SY07,SY0703,SY070301,C4130,Yes,12600,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ebad Allah / عباد الله,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,81,13,SY07,SY0703,SY070301,C4130,Yes,1950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ehsan 2 Sector 1 / إحسان 2 قطاع 1,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,156,33,SY07,SY0703,SY070301,C4130,Yes,4950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ehsas 1 / احساس 1,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,257,51,SY07,SY0703,SY070301,C4130,Yes,7650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ehsas 2 / احساس 2,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,171,33,SY07,SY0703,SY070301,C4130,Yes,4950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Hasan Albanna / حسن البنا,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,14,5,SY07,SY0703,SY070301,C4130,Yes,750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ikraa / اقراء,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,198,37,SY07,SY0703,SY070301,C4130,Yes,5550,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Kafr Sejna / كفر سجنة,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,733,143,SY07,SY0703,SY070301,C4130,Yes,21450,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Kafr Nabutha / كفرنبودة,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,1262,246,SY07,SY0703,SY070301,C4130,Yes,36900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Khaled ibn Al Walid / خالد بن الوليد,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,151,29,SY07,SY0703,SY070301,C4130,Yes,4350,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Maan / معان,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,112,23,SY07,SY0703,SY070301,C4130,Yes,3450,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Maram / مرام,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,294,58,SY07,SY0703,SY070301,C4130,Yes,8700,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Moutawa 1 / مطوع 1,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,720,150,SY07,SY0703,SY070301,C4130,Yes,22500,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Moutawa 2 / مطوع 2,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,255,46,SY07,SY0703,SY070301,C4130,Yes,6900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Orient / أورينت,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,208,45,SY07,SY0703,SY070301,C4130,Yes,6750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Qafelat Al Rahma / قافلة الرحمة,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,183,38,SY07,SY0703,SY070301,C4130,Yes,5700,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Qaret Al Twarek / قرية الطوارئ,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,59,12,SY07,SY0703,SY070301,C4130,Yes,1800,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Rama Allah / رام الله,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,89,19,SY07,SY0703,SY070301,C4130,Yes,2850,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Reef Aleppo Al Janobi / ريف حلب الجنوبي,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,864,166,SY07,SY0703,SY070301,C4130,Yes,24900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Ref Hama Alsharqi / ريف حماه الشرقي,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,956,181,SY07,SY0703,SY070301,C4130,Yes,27150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Reef Hama Al Gharbi / ريف حماة الغربي,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,318,66,SY07,SY0703,SY070301,C4130,Yes,9900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Reef Hama Al Shamali / ريف حماة الشمالي,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,242,46,SY07,SY0703,SY070301,C4130,Yes,6900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Saadona / ساعدونا,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,882,168,SY07,SY0703,SY070301,C4130,Yes,25200,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Saberoun / صابرون,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,221,42,SY07,SY0703,SY070301,C4130,Yes,6300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Sufuhon / سفوهن,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,225,46,SY07,SY0703,SY070301,C4130,Yes,6900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Shams Al Hurriya / شمس الحرية,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,131,31,SY07,SY0703,SY070301,C4130,Yes,4650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Shahshabo / شحشبو,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,403,82,SY07,SY0703,SY070301,C4130,Yes,12300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Shaza Al Hurriya / شذا الحرية,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,128,21,SY07,SY0703,SY070301,C4130,Yes,3150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Shohadaa Al Latamna / شهداء اللطامنة,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,625,126,SY07,SY0703,SY070301,C4130,Yes,18900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Shohadaa Karfzita / شهداء كفر زيتا,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,240,45,SY07,SY0703,SY070301,C4130,Yes,6750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Souran / صوران,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,62,16,SY07,SY0703,SY070301,C4130,Yes,2400,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Um Al Shohada / ام الشهداء,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,1623,330,SY07,SY0703,SY070301,C4130,Yes,49500,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Yad Bi Yad / يد بيد,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,131,28,SY07,SY0703,SY070301,C4130,Yes,4200,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Yosuf and Noura / يوسف ونورا,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,436,88,SY07,SY0703,SY070301,C4130,Yes,13200,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Zamzam 1 sector 1 / زمزم 1 قطاع 1,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,146,34,SY07,SY0703,SY070301,C4130,Yes,5100,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Zamzam 1 sector 2 / زمزم 1 قطاع 2,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,146,27,SY07,SY0703,SY070301,C4130,Yes,4050,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Zamzam 2 / زمزم 2,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,178,40,SY07,SY0703,SY070301,C4130,Yes,6000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Zouhour1 / الزهور 1,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,69,14,SY07,SY0703,SY070301,C4130,Yes,2100,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Zouhour2 / الزهور 2,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,118,25,SY07,SY0703,SY070301,C4130,Yes,3750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,28,Idleb,Harim,Dana,Atma,Camp/Settlements,Al Zouhour2 sector 2 / الزهور 2 قطاع 2,March,2023-03-06T00:00:00Z,2023-03-20T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,122,24,SY07,SY0703,SY070301,C4130,Yes,3600,nfi
NFI,NWS X-B,Syria Cross-Border HLG,726,Aleppo,Jebel Saman,Atareb,Batbu,Camp/Settlements,AlAtshana Algharbiyah / العطشانة الغربية,March,2023-03-31T00:00:00Z,2023-03-31T00:00:00Z,Completed,1.1.1.1: Provision of core NFIs,In-kind/ service,NA,NA,NA,873,171,SY02,SY0200,SY020001,C1025,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Dana (Dana),Camp/Settlements,Alnjmeh / النجمة,March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,1884,373,SY07,SY0703,SY070301,C4126,Yes,55950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Dana (Dana),Camp/Settlements,Wadi Alean / وادي العين,March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,1663,333,SY07,SY0703,SY070301,C4126,Yes,49950,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Dana (Dana),Camp/Settlements,Her Alsapy / حير الصبي,March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,1218,232,SY07,SY0703,SY070301,C4126,Yes,34800,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Dana (Dana),Camp/Settlements,AlMoutasim / المعتصم,March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,1641,285,SY07,SY0703,SY070301,C4126,Yes,42750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Babisqa,Camp/Settlements,Al Ardyah (Manabiaa Alkhair) / العارضيه ( منابع الخير ),March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,407,109,SY07,SY0703,SY070301,C6755,Yes,16350,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Sarmada,Camp/Settlements,Sinjar Kahrabaa / سنجار الكهرباء,March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,1664,332,SY07,SY0703,SY070301,C4121,Yes,49800,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Qourqeena,Torlaha,Camp/Settlements,Balion Alothman / بليون العثمان,March,2023-03-15T00:00:00Z,2023-03-28T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,857,201,SY07,SY0703,SY070304,C4170,Yes,30150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,588,Idleb,Harim,Dana,Dana (Dana),Camp/Settlements,NA,March,2023-03-15T00:00:00Z,2023-03-31T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Paper voucher,507,88,SY07,SY0703,SY070301,C4126,Yes,13200,nfi
NFI,NWS X-B,Syria Cross-Border HLG,559,Idleb,Ariha,Ariha,Ariha,Town/Community/Neighborhood,NA,March,2023-03-01T00:00:00Z,2023-03-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind/ service,NA,NA,NA,969,198,SY07,SY0705,SY070500,C4278,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,559,Idleb,Ariha,Ariha,Kafr Najd,Town/Community/Neighborhood,NA,March,2023-03-01T00:00:00Z,2023-03-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind/ service,NA,NA,NA,674,142,SY07,SY0705,SY070500,C6608,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,559,Idleb,Ariha,Ariha,Kafrlata,Town/Community/Neighborhood,NA,March,2023-03-01T00:00:00Z,2023-03-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind/ service,NA,NA,NA,419,89,SY07,SY0705,SY070500,C4283,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,559,Idleb,Ariha,Ehsem,Balshun,Town/Community/Neighborhood,NA,March,2023-03-01T00:00:00Z,2023-03-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind/ service,NA,NA,NA,271,68,SY07,SY0705,SY070501,C4296,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,559,Idleb,Ariha,Ehsem,Ehsem,Town/Community/Neighborhood,NA,March,2023-03-01T00:00:00Z,2023-03-30T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,In-kind/ service,NA,NA,NA,562,125,SY07,SY0705,SY070501,C4295,Yes,NA,nfi
NFI,NWS X-B,Syria Cross-Border HLG,53,Idleb,Harim,Dana,Deir Hassan - Darhashan,Camp/Settlements,Al Wdhehee / الوضيحي,March,2023-03-01T00:00:00Z,2023-03-31T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Direct cash payment,4449,1000,SY07,SY0703,SY070301,C4129,Yes,150000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,498,101,SY02,SY0204,SY020400,C1564,Yes,15150,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,508,74,SY02,SY0204,SY020400,C1564,Yes,11100,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,Mare',Mare',Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,513,106,SY02,SY0204,SY020403,C1643,Yes,15900,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,Suran,Suran (Aleppo),Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,402,83,SY02,SY0204,SY020405,C1664,Yes,12450,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,810,147,SY02,SY0204,SY020400,C1564,Yes,22050,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1074,200,SY02,SY0204,SY020400,C1564,Yes,30000,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1299,229,SY02,SY0204,SY020400,C1564,Yes,34350,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,Jarablus,Jarablus,Halawaniyeh,Town/Community/Neighborhood,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1079,237,SY02,SY0208,SY020800,C2219,Yes,35550,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,A'zaz,A'zaz,Azaz,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1019,192,SY02,SY0204,SY020400,C1564,Yes,28800,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,Jarablus,Jarablus,Jarablus,Town/Community/Neighborhood,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,678,151,SY02,SY0208,SY020800,C2227,Yes,22650,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,Jebel Saman,Daret Azza,Tqad,Town/Community/Neighborhood,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,2798,539,SY02,SY0200,SY020004,C1143,Yes,80850,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Aleppo,Jebel Saman,Atareb,Kafr Karmin,Camp/Settlements,NA,March,2023-03-08T00:00:00Z,2023-03-09T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,4160,895,SY02,SY0200,SY020001,C1035,Yes,134250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Western Marj Akhdar,Town/Community/Neighborhood,NA,March,2023-03-02T00:00:00Z,2023-03-03T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1897,362,SY07,SY0704,SY070400,C4212,Yes,54300,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Idleb,Jisr-Ash-Shugur,Badama,Zoainieh,Town/Community/Neighborhood,NA,March,2023-03-02T00:00:00Z,2023-03-03T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,496,115,SY07,SY0704,SY070401,C6698,Yes,17250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Idleb,Jisr-Ash-Shugur,Badama,Badama,Town/Community/Neighborhood,NA,March,2023-03-02T00:00:00Z,2023-03-03T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1431,385,SY07,SY0704,SY070401,C4226,Yes,57750,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Bsheiriyeh - Bello,Town/Community/Neighborhood,NA,March,2023-03-02T00:00:00Z,2023-03-03T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,1888,355,SY07,SY0704,SY070400,C4193,Yes,53250,nfi
NFI,NWS X-B,Syria Cross-Border HLG,1000,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Dgali,Town/Community/Neighborhood,NA,March,2023-03-02T00:00:00Z,2023-03-03T00:00:00Z,Completed,1.1.1.2: Provision of seasonal and supplementary NFIs,Cash,Unconditional (restricted),150,Money Transfer Agent,107,23,SY07,SY0704,SY070400,C4214,Yes,3450,nfi
